City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
292,Inhambane,MZ,2021-12-23 05:06:02,-23.865,35.3833,78.1,74,90,12.01
293,Srednekolymsk,RU,2021-12-23 05:06:02,67.45,153.6833,-23.98,98,100,8.1
294,Acapulco,MX,2021-12-23 05:06:03,16.8634,-99.8901,76.82,88,20,0.0
295,Ilulissat,GL,2021-12-23 05:06:04,69.2167,-51.1,35.62,44,15,20.71
296,Te Anau,NZ,2021-12-23 05:06:04,-45.4167,167.7167,59.67,51,72,6.64
297,Russell,US,2021-12-23 05:06:04,32.3502,-85.1999,42.08,90,1,0.0
298,Jutiapa,GT,2021-12-23 05:06:05,14.2833,-89.9,62.02,93,100,5.91
299,Mount Gambier,AU,2021-12-23 05:06:05,-37.8333,140.7667,68.29,46,82,10.07
300,Rapid Valley,US,2021-12-23 05:06:06,44.0625,-103.1463,48.87,43,1,0.0
301,Vallenar,CL,2021-12-23 05:06:06,-28.5708,-70.7581,65.21,65,81,1.95
302,Rochegda,RU,2021-12-23 05:06:06,62.8,43.25,12.58,97,100,3.56
303,Berlevag,NO,2021-12-23 05:06:07,70.8578,29.0864,19.4,68,100,27.63
304,Maragogi,BR,2021-12-23 05:03:32,-9.0122,-35.2225,77.7,85,92,8.23
305,Sobolevo,RU,2021-12-23 05:06:08,54.4299,31.8996,4.86,98,87,5.95
306,Dulce Grande,MX,2021-12-23 05:06:08,23.0,-102.1667,48.54,15,0,4.32
307,Zaysan,KZ,2021-12-23 05:06:09,47.4667,84.8667,24.26,84,100,1.83
308,Vestmanna,FO,2021-12-23 05:06:09,62.1564,-7.1664,32.92,80,75,6.91
309,Jiblah,YE,2021-12-23 05:06:10,13.9216,44.1467,60.57,48,10,1.7
310,Iisalmi,FI,2021-12-23 05:06:10,63.5592,27.1907,21.22,91,100,8.14
311,Gweta,BW,2021-12-23 05:06:10,-20.1833,25.2333,72.25,78,92,9.33
312,Santarem,BR,2021-12-23 05:03:22,-2.4431,-54.7083,76.35,80,94,3.18
313,Oxelosund,SE,2021-12-23 05:06:11,58.6706,17.1015,26.98,86,75,5.75
314,Namibe,AO,2021-12-23 05:06:11,-15.1961,12.1522,67.75,70,40,7.52
315,Shebekino,RU,2021-12-23 05:06:12,50.4097,36.9136,7.27,92,95,9.35
316,Storsteinnes,NO,2021-12-23 05:06:12,69.2408,19.2344,16.45,99,100,5.88
317,Newport,GB,2021-12-23 05:05:14,51.5877,-2.9984,50.83,92,100,7.65
318,Saint-Francois,FR,2021-12-23 05:07:13,46.4154,3.9054,28.67,100,100,2.3
319,Necochea,AR,2021-12-23 05:03:47,-38.5473,-58.7368,56.59,86,2,6.6
320,Jamame,SO,2021-12-23 05:07:13,0.0722,42.7506,83.43,71,46,10.27
321,Vorozhba,UA,2021-12-23 05:07:14,51.1733,34.2192,5.86,95,84,6.29
322,Bonthe,SL,2021-12-23 05:07:14,7.5264,-12.505,76.1,86,7,4.38
323,Maturin,VE,2021-12-23 05:07:15,9.75,-63.1767,72.86,99,97,3.13
324,Tshikapa,CD,2021-12-23 05:07:15,-6.4167,20.8,70.7,98,100,1.48
325,Sfantu Gheorghe,RO,2021-12-23 05:07:15,45.8667,25.7833,12.92,94,89,1.81
326,Mandurah,AU,2021-12-23 05:07:16,-32.55,115.7,96.15,58,38,16.11
327,Viedma,AR,2021-12-23 05:07:16,-40.8135,-62.9967,63.88,51,0,10.51
328,Caborca,MX,2021-12-23 05:07:17,30.5838,-111.101,62.67,28,100,1.61
329,Grand Gaube,MU,2021-12-23 05:07:17,-20.0064,57.6608,81.37,81,100,7.0
330,Egvekinot,RU,2021-12-23 05:07:18,66.3167,-179.1667,-11.97,96,100,11.56
331,San Patricio,US,2021-12-23 05:07:18,28.017,-97.5169,67.89,88,1,8.43
332,Karangampel,ID,2021-12-23 05:07:19,-6.4622,108.4519,85.41,67,80,6.44
333,Charters Towers,AU,2021-12-23 05:07:19,-20.1,146.2667,100.67,19,36,5.5
334,Durban,ZA,2021-12-23 05:07:20,-29.8579,31.0292,74.01,82,100,3.0
335,Finnsnes,NO,2021-12-23 05:07:20,69.2296,17.9811,16.41,94,100,9.15
336,Abu Kamal,SY,2021-12-23 05:07:20,34.4506,40.9171,48.31,80,91,7.52
337,San Andres,CO,2021-12-23 05:07:21,12.5847,-81.7006,80.62,78,40,9.22
338,Bend,US,2021-12-23 05:07:21,44.0582,-121.3153,40.86,87,1,3.0
339,Kokrajhar,IN,2021-12-23 05:07:22,26.399,90.2718,70.81,42,4,6.15
340,Yerbogachen,RU,2021-12-23 05:07:22,61.2767,108.0108,-24.02,97,25,4.12
341,Muros,ES,2021-12-23 05:07:23,42.7762,-9.0603,59.09,94,100,4.0
342,Qidong,CN,2021-12-23 05:07:23,31.8128,121.6561,60.98,56,0,10.38
343,Crotone,IT,2021-12-23 05:07:23,39.0851,17.1178,39.92,71,3,4.7
344,Svetlaya,RU,2021-12-23 05:07:24,46.5389,138.3297,8.44,51,0,8.7
345,Slavsk,RU,2021-12-23 05:07:24,55.0425,21.677,24.76,94,98,9.42
346,Chicama,PE,2021-12-23 05:07:25,-7.8447,-79.1469,63.14,86,24,3.56
347,Hamilton,US,2021-12-23 05:03:24,39.1834,-84.5333,27.79,71,1,0.0
348,Neiafu,TO,2021-12-23 05:07:25,-18.65,-173.9833,83.08,74,20,8.05
349,Chokurdakh,RU,2021-12-23 05:07:26,70.6333,147.9167,-18.09,98,100,6.4
350,Troitsk,RU,2021-12-23 05:07:26,54.0979,61.5773,10.42,89,59,7.38
351,Vanavara,RU,2021-12-23 05:07:27,60.34,102.2797,-21.53,95,21,1.79
352,Tuatapere,NZ,2021-12-23 05:07:27,-46.1333,167.6833,60.82,54,87,11.41
353,Katsuura,JP,2021-12-23 05:04:43,35.1333,140.3,55.51,40,87,3.42
354,Buin,CL,2021-12-23 05:07:28,-33.7333,-70.75,74.73,68,7,2.62
355,Mannarakkat,IN,2021-12-23 05:07:28,10.9833,76.4667,83.86,51,18,3.06
356,Turayf,SA,2021-12-23 05:07:29,31.6725,38.6637,42.08,91,7,7.92
357,Belem De Sao Francisco,BR,2021-12-23 05:07:29,-8.7539,-38.9658,79.03,62,65,7.61
358,Belmonte,BR,2021-12-23 05:07:30,-15.8631,-38.8828,77.5,88,97,12.35
359,Gunjur,GM,2021-12-23 05:07:30,13.2019,-16.7339,71.67,56,0,6.91
360,Timaru,NZ,2021-12-23 05:07:30,-44.4,171.25,65.07,81,34,7.0
361,Cap Malheureux,MU,2021-12-23 05:07:31,-19.9842,57.6142,81.46,81,99,7.0
362,Pangnirtung,CA,2021-12-23 05:07:31,66.1451,-65.7125,-3.24,88,48,7.9
363,Westport,US,2021-12-23 05:07:32,41.1415,-73.3579,35.15,56,20,1.01
364,Laguna,US,2021-12-23 05:07:32,38.421,-121.4238,56.21,92,75,1.99
365,Daokou,CN,2021-12-23 05:07:32,35.5639,114.5058,44.71,60,90,11.23
366,Xingyi,CN,2021-12-23 05:08:33,24.1877,102.817,58.21,58,32,11.27
367,Santa Maria,BR,2021-12-23 05:08:33,-29.6842,-53.8069,63.37,80,5,6.73
368,Pushkino,RU,2021-12-23 05:08:34,56.0172,37.8667,9.09,94,100,9.73
369,Ulladulla,AU,2021-12-23 05:08:34,-35.35,150.4667,79.77,88,99,10.22
370,Naze,JP,2021-12-23 05:08:35,28.3667,129.4833,64.31,79,96,18.86
371,Evanston,US,2021-12-23 05:07:51,42.0411,-87.6901,28.96,62,75,1.01
372,Kavaratti,IN,2021-12-23 05:08:35,10.5669,72.642,79.27,61,45,3.62
373,Bageshwar,IN,2021-12-23 05:08:36,29.85,79.7667,59.38,31,0,2.19
374,Dustlik,UZ,2021-12-23 05:08:36,40.5247,68.0358,53.74,53,97,9.46
375,Port Macquarie,AU,2021-12-23 05:08:36,-31.4333,152.9167,73.36,92,100,5.08
376,Liberty,US,2021-12-23 05:08:37,31.8335,-81.5004,49.98,75,1,5.01
377,Coihaique,CL,2021-12-23 05:08:37,-45.5752,-72.0662,64.35,63,0,8.05
378,Helong,CN,2021-12-23 05:08:38,42.5397,128.9972,19.04,47,88,4.36
379,Suntar,RU,2021-12-23 05:08:38,62.1444,117.6319,-25.08,100,97,1.77
380,Imbituba,BR,2021-12-23 05:06:40,-28.24,-48.6703,71.82,88,11,10.51
381,Dalmau,IN,2021-12-23 05:08:39,26.0667,81.0333,66.99,26,4,0.63
382,Zyryanka,RU,2021-12-23 05:08:39,65.75,150.85,-26.3,100,100,1.79
383,Umm Kaddadah,SD,2021-12-23 05:08:39,13.6017,26.6876,58.44,17,2,14.99
384,Isangel,VU,2021-12-23 05:08:40,-19.55,169.2667,80.71,94,75,4.61
385,Changuinola,PA,2021-12-23 05:08:40,9.4333,-82.5167,74.32,89,22,4.94
386,Komsomolskiy,UZ,2021-12-23 05:08:41,40.4272,71.7189,43.52,61,100,6.91
387,Yaan,NG,2021-12-23 05:08:41,7.3833,8.5667,77.56,27,85,5.97
388,Kalabo,ZM,2021-12-23 05:08:42,-14.97,22.6814,68.59,83,99,6.42
389,Nicoya,CR,2021-12-23 05:08:43,10.1483,-85.452,69.35,82,56,5.66
390,Tank,PK,2021-12-23 05:08:43,32.2217,70.3793,64.56,14,1,3.06
391,Bubaque,GW,2021-12-23 05:08:44,11.2833,-15.8333,80.87,60,26,9.31
392,Goundi,TD,2021-12-23 05:08:44,9.3627,17.366,74.89,23,87,4.36
393,Champerico,GT,2021-12-23 05:08:44,14.3,-91.9167,81.36,79,23,4.12
394,Lebedinyy,RU,2021-12-23 05:08:45,58.5167,125.5167,-35.86,98,99,2.15
395,Mwinilunga,ZM,2021-12-23 05:08:45,-11.7358,24.4293,62.78,98,100,2.35
396,Nago,JP,2021-12-23 05:08:46,26.5881,127.9761,70.65,87,99,16.62
397,San Quintin,MX,2021-12-23 05:08:46,30.4833,-115.95,59.07,80,86,6.31
398,Kushiro,JP,2021-12-23 05:08:46,42.975,144.3747,33.37,60,47,14.45
399,Aras,ES,2021-12-23 05:08:47,42.5617,-2.356,39.06,100,75,3.44
400,Krasnoselkup,RU,2021-12-23 05:08:47,65.7,82.4667,7.48,85,100,25.55
401,College,US,2021-12-23 05:08:48,64.8569,-147.8028,6.21,82,90,3.44
402,Nichinan,JP,2021-12-23 05:08:48,31.6,131.3667,62.76,58,18,4.92
403,Pevek,RU,2021-12-23 05:08:49,69.7008,170.3133,-14.42,99,100,4.16
404,Pervomayskoye,RU,2021-12-23 05:08:49,43.919,46.7102,24.31,58,86,5.61
405,Gua Musang,MY,2021-12-23 05:08:49,4.8823,101.9644,90.1,55,60,1.52
406,Vardo,NO,2021-12-23 05:08:50,70.3705,31.1107,19.6,54,100,27.27
407,Ambulu,ID,2021-12-23 05:08:50,-8.345,113.6058,86.0,72,87,6.44
408,Canton,CN,2021-12-23 05:07:14,23.1167,113.25,66.0,57,100,4.32
409,Gigmoto,PH,2021-12-23 05:08:51,13.7796,124.39,81.75,72,97,8.41
410,Sao Felix Do Xingu,BR,2021-12-23 05:04:09,-6.6447,-51.995,72.52,97,100,0.74
411,Hit,IQ,2021-12-23 05:08:52,33.6416,42.8251,54.9,56,86,7.09
412,Sorong,ID,2021-12-23 05:08:52,-0.8833,131.25,82.8,71,89,7.96
413,Pedernales,DO,2021-12-23 05:08:53,18.0384,-71.744,75.87,73,18,3.11
414,Kuryk,KZ,2021-12-23 05:09:53,43.2,51.65,28.4,50,100,10.47
415,Baruun-Urt,MN,2021-12-23 05:09:54,46.6806,113.2792,-1.32,67,53,10.56
416,Xam Nua,LA,2021-12-23 05:09:54,20.4197,104.0439,74.43,42,2,0.98
417,Valparaiso,CL,2021-12-23 05:09:25,-33.0393,-71.6273,60.44,82,75,4.61
418,Tortoli,IT,2021-12-23 05:09:55,39.9256,9.6572,49.41,86,7,3.87
419,Hosangadi,IN,2021-12-23 05:09:55,13.7,74.95,85.71,45,11,1.79
420,Abha,SA,2021-12-23 05:09:55,18.2164,42.5053,55.65,77,0,9.22
421,Bilma,NE,2021-12-23 05:09:56,18.6853,12.9164,57.02,24,67,8.03
422,Batsfjord,NO,2021-12-23 05:09:56,70.6345,29.7185,19.62,71,100,23.09
423,Redlands,US,2021-12-23 05:07:56,34.0556,-117.1825,63.54,42,100,1.95
424,Umri,IN,2021-12-23 05:09:57,26.5106,78.9367,66.09,31,8,4.43
425,Port Hedland,AU,2021-12-23 05:09:57,-20.3167,118.5667,91.45,62,0,18.41
426,Halifax,CA,2021-12-23 05:09:28,44.6453,-63.5724,38.21,94,99,1.01
427,Hatillo,PR,2021-12-23 05:09:58,18.4863,-66.8254,75.78,90,66,6.04
428,Ahipara,NZ,2021-12-23 05:09:58,-35.1667,173.1667,70.63,69,96,11.61
429,Jumla,NP,2021-12-23 05:09:59,29.2747,82.1838,47.88,27,0,3.42
430,El Refugio,MX,2021-12-23 05:09:59,20.6667,-103.7333,61.74,35,0,2.39
431,Kokopo,PG,2021-12-23 05:10:00,-4.352,152.2633,83.5,76,97,2.77
432,Chimoio,MZ,2021-12-23 05:10:00,-19.1164,33.4833,66.97,99,100,3.6
433,Usinsk,RU,2021-12-23 05:10:01,65.9939,57.5281,-4.86,99,94,6.4
434,Beloha,MG,2021-12-23 05:10:01,-25.1667,45.05,78.17,61,79,5.77
435,Praya,CV,2021-12-23 05:10:02,14.9215,-23.5087,70.34,83,20,14.97
436,Babushkin,RU,2021-12-23 05:10:02,51.7122,105.8647,9.77,72,96,9.55
437,Baft,IR,2021-12-23 05:10:03,29.234,56.6057,45.97,39,100,2.73
438,Sangar,RU,2021-12-23 05:10:03,63.9242,127.4739,-48.51,98,90,3.8
439,Alamos,MX,2021-12-23 05:10:04,27.0167,-108.9333,59.72,22,99,2.17
440,Kahului,US,2021-12-23 05:10:04,20.8947,-156.47,72.84,86,40,14.97
441,Matamoros,MX,2021-12-23 05:10:04,25.5333,-103.25,58.1,40,18,1.72
442,Deputatskiy,RU,2021-12-23 05:10:05,69.3,139.9,-22.5,96,99,4.99
443,Wladyslawowo,PL,2021-12-23 05:05:55,54.7909,18.4009,30.94,78,100,13.8
444,Bandarbeyla,SO,2021-12-23 05:10:06,9.4942,50.8122,77.86,65,64,14.54
445,Urubicha,BO,2021-12-23 05:10:07,-15.3833,-62.95,71.37,100,100,2.21
446,Paragominas,BR,2021-12-23 05:10:07,-2.9667,-47.4833,72.19,94,91,2.57
447,Altay,CN,2021-12-23 05:05:09,47.8667,88.1167,25.16,70,98,3.83
448,Faanui,PF,2021-12-23 05:10:08,-16.4833,-151.75,80.74,75,100,8.5
449,Asau,RO,2021-12-23 05:10:09,46.4333,26.4,20.32,93,14,4.74
450,Toora-Khem,RU,2021-12-23 05:10:09,52.4675,96.11,-0.02,95,99,2.33
451,Bocaiuva,BR,2021-12-23 05:10:10,-17.1078,-43.815,67.42,97,7,4.03
452,Wagar,SD,2021-12-23 05:10:10,16.1525,36.2032,68.76,78,5,14.2
453,Khairabad,IN,2021-12-23 05:10:11,27.5333,80.75,65.08,39,4,3.56
454,Caucaia,BR,2021-12-23 05:09:37,-3.7361,-38.6531,82.35,80,75,11.5
455,Tautira,PF,2021-12-23 05:05:22,-17.7333,-149.15,82.42,73,89,11.41
456,Fugen,AT,2021-12-23 05:10:12,47.35,11.85,17.92,60,97,6.31
457,Ryotsu,JP,2021-12-23 05:10:12,38.0833,138.4333,40.71,67,99,6.53
458,Abaza,RU,2021-12-23 05:11:12,52.655,90.0928,13.59,83,39,0.51
459,Gamba,GA,2021-12-23 05:11:13,-2.65,10.0,77.79,88,89,4.36
460,Erenhot,CN,2021-12-23 05:11:13,43.6475,111.9767,12.6,36,57,10.8
461,Veinticinco De Mayo,AR,2021-12-23 05:11:14,-35.4323,-60.1727,65.17,77,1,8.37
462,Saint-Pierre,RE,2021-12-23 05:11:14,-21.3393,55.4781,85.28,71,0,8.05
463,Byron Bay,AU,2021-12-23 05:11:14,-28.65,153.6167,86.11,81,96,9.66
464,Tolu,CO,2021-12-23 05:11:15,9.5239,-75.5814,77.95,87,63,4.65
465,San Jeronimo,PE,2021-12-23 05:11:15,-11.9472,-75.2829,49.91,83,100,0.4
466,Juneau,US,2021-12-23 05:11:16,58.3019,-134.4197,16.84,83,20,0.0
467,High Level,CA,2021-12-23 05:11:16,58.5169,-117.136,-10.68,99,100,2.77
468,Merauke,ID,2021-12-23 05:11:17,-8.4667,140.3333,82.92,75,100,7.23
469,Pudozh,RU,2021-12-23 05:11:17,61.8099,36.5345,16.05,91,100,9.4
470,Lima,PE,2021-12-23 05:09:24,-12.0432,-77.0282,66.9,82,0,8.05
471,Mafinga,TZ,2021-12-23 05:11:18,-7.25,35.0667,73.65,65,99,5.03
472,Chapais,CA,2021-12-23 05:11:18,49.7834,-74.8492,1.18,92,100,12.55
473,Tupik,RU,2021-12-23 05:11:18,54.4253,119.9327,-18.72,75,97,5.03
474,Carutapera,BR,2021-12-23 05:11:19,-1.195,-46.02,80.33,78,99,9.98
475,Maniitsoq,GL,2021-12-23 05:11:19,65.4167,-52.9,31.19,84,100,12.15
476,Sabha,LY,2021-12-23 05:11:20,27.0377,14.4283,47.19,37,90,1.61
477,Tiarei,PF,2021-12-23 05:11:21,-17.5333,-149.3333,82.42,71,74,11.16
478,Stary Sacz,PL,2021-12-23 05:11:21,49.5636,20.635,21.83,89,47,5.55
479,Sorland,NO,2021-12-23 05:11:21,67.667,12.6934,30.78,82,100,31.43
480,Rylsk,RU,2021-12-23 05:11:22,51.5655,34.6822,4.73,96,67,6.49
481,Belle Fourche,US,2021-12-23 05:11:22,44.6714,-103.8522,49.35,26,100,8.32
482,Hope,US,2021-12-23 05:11:23,33.6671,-93.5916,50.07,85,2,5.21
483,Pital,CO,2021-12-23 05:11:23,2.2665,-75.8044,66.18,93,92,2.39
484,Batagay-Alyta,RU,2021-12-23 05:11:24,67.8006,130.4114,-24.11,89,97,3.8
485,Kuntaur,GM,2021-12-23 05:11:24,13.6667,-14.8833,74.23,23,78,8.16
486,Monrovia,LR,2021-12-23 05:07:31,6.3005,-10.7969,76.87,83,7,3.36
487,Ternate,ID,2021-12-23 05:11:25,0.8,127.4,83.5,76,88,9.24
488,Kupang,ID,2021-12-23 05:11:25,-10.1667,123.5833,86.58,79,75,12.66
489,Daru,PG,2021-12-23 05:11:26,-9.0763,143.2092,85.69,67,79,2.66
490,Baie-Saint-Paul,CA,2021-12-23 05:11:26,47.4411,-70.4986,25.05,83,98,5.99
491,Husavik,IS,2021-12-23 05:11:27,66.0449,-17.3389,28.17,86,57,7.9
492,Kudahuvadhoo,MV,2021-12-23 05:11:27,2.6708,72.8944,82.27,70,75,9.4
493,Sinjar,IQ,2021-12-23 05:11:28,36.3209,41.8754,39.85,77,88,5.7
494,Brae,GB,2021-12-23 05:11:28,60.3964,-1.353,40.91,83,100,20.33
495,Verkhoyansk,RU,2021-12-23 05:11:29,67.5447,133.385,-36.17,99,97,2.1
496,Xinglongshan,CN,2021-12-23 05:11:29,43.9561,125.4661,6.46,58,76,5.1
497,Ghansor,IN,2021-12-23 05:11:29,22.65,79.95,61.68,26,0,1.07
498,Waipawa,NZ,2021-12-23 05:11:30,-41.4122,175.5153,67.46,71,11,4.92
499,Maningrida,AU,2021-12-23 05:11:30,-12.0667,134.2667,89.26,59,99,12.28
500,Kutum,SD,2021-12-23 05:11:31,14.2,24.6667,55.47,18,0,7.14
501,Tiznit,MA,2021-12-23 05:11:31,29.5833,-9.5,58.39,57,9,3.27
502,Lorengau,PG,2021-12-23 05:11:32,-2.0226,147.2712,83.34,80,95,12.53
503,Tevaitoa,PF,2021-12-23 05:11:32,-16.7833,-151.5,80.6,75,93,10.22
504,Ust-Ilimsk,RU,2021-12-23 05:12:33,58.0006,102.6619,-14.24,86,6,1.41
505,Tolaga Bay,NZ,2021-12-23 05:12:33,-38.3667,178.3,70.0,72,100,3.47
506,Buarcos,PT,2021-12-23 05:12:34,40.166,-8.8768,59.83,94,100,16.06
507,Seymchan,RU,2021-12-23 05:12:34,62.8833,152.4333,-24.32,95,100,2.95
508,Eydhafushi,MV,2021-12-23 05:12:35,5.1033,73.0708,81.34,71,92,10.33
509,Hirara,JP,2021-12-23 05:12:35,24.8,125.2833,72.79,81,88,22.46
510,Denpasar,ID,2021-12-23 05:11:20,-8.65,115.2167,85.71,79,20,6.91
511,Dingle,PH,2021-12-23 05:12:36,10.9995,122.6711,83.32,71,69,13.87
512,Ridgecrest,US,2021-12-23 05:11:59,35.6225,-117.6709,53.31,76,90,5.75
513,Katherine,AU,2021-12-23 05:12:36,-14.4667,132.2667,97.12,36,40,6.91
514,Mhango,TZ,2021-12-23 05:09:14,-3.2833,32.85,67.86,88,89,1.12
515,Kalianget,ID,2021-12-23 05:12:37,-7.05,113.9333,86.72,66,96,5.5
516,Hongjiang,CN,2021-12-23 05:12:37,27.11,109.9956,66.24,45,0,1.83
517,Hermiston,US,2021-12-23 05:08:49,45.8404,-119.2895,47.1,94,90,8.05
518,Ust-Kuyga,RU,2021-12-23 05:12:38,70.0167,135.6,-24.47,99,100,6.13
519,Salinopolis,BR,2021-12-23 05:12:39,-0.6136,-47.3561,80.78,80,74,12.93
520,Novoseleznevo,RU,2021-12-23 05:12:39,55.6821,69.2056,2.79,97,42,4.79
521,Kieta,PG,2021-12-23 05:12:39,-6.2167,155.6333,83.37,79,100,3.2
522,Sinnamary,GF,2021-12-23 05:12:40,5.3833,-52.95,77.61,91,100,8.7
523,Vorotynets,RU,2021-12-23 05:12:40,56.0603,45.8633,-6.41,97,100,5.93
524,Avera,US,2021-12-23 05:12:41,33.194,-82.5271,46.27,65,0,6.49
525,Talnakh,RU,2021-12-23 05:12:41,69.4865,88.3972,9.21,89,100,20.49
526,Umm Lajj,SA,2021-12-23 05:12:42,25.0213,37.2685,64.99,46,4,10.33
527,Kasaragod,IN,2021-12-23 05:12:42,12.5,75.0,81.66,57,47,1.86
528,Emirdag,TR,2021-12-23 05:12:43,39.0197,31.15,11.77,91,18,3.87
529,Nishihara,JP,2021-12-23 05:12:43,26.1842,127.7558,69.85,95,90,16.11
530,Ahuimanu,US,2021-12-23 05:12:44,21.4447,-157.8378,74.91,71,90,4.0
531,La Ronge,CA,2021-12-23 05:12:44,55.1001,-105.2842,-6.07,96,100,5.21
532,Banda Aceh,ID,2021-12-23 05:12:45,5.5577,95.3222,82.04,69,100,8.19
533,Dawei,MM,2021-12-23 05:12:45,14.0833,98.2,84.58,50,6,6.22
534,Changli,CN,2021-12-23 05:12:45,39.7042,119.1506,29.73,38,68,8.3
535,Koutsouras,GR,2021-12-23 05:12:46,35.0339,25.9469,51.12,80,33,8.68
536,Kaspiyskiy,RU,2021-12-23 05:12:46,45.3929,47.3707,21.78,58,6,9.28
537,Kjollefjord,NO,2021-12-23 05:12:47,70.9457,27.3465,21.25,93,90,9.22
538,Karaton,ID,2021-12-23 05:12:47,-6.3424,106.1045,88.95,57,56,5.59
539,Coos Bay,US,2021-12-23 05:11:24,43.3665,-124.2179,52.93,93,90,11.5
540,Artyom,AZ,2021-12-23 05:12:48,40.4723,50.333,35.74,79,100,23.71
541,Kirkland Lake,CA,2021-12-23 05:12:48,48.1446,-80.0377,-7.42,100,68,2.33
542,Progreso,MX,2021-12-23 05:12:49,21.2833,-89.6667,66.11,64,0,8.75
543,Arawa,PG,2021-12-23 05:12:49,-6.2132,155.5367,83.62,83,100,2.13
544,Kokoda,PG,2021-12-23 05:12:50,-8.8785,147.7407,84.6,80,100,0.85
545,Tukrah,LY,2021-12-23 05:12:50,32.5341,20.5791,56.37,79,100,4.56
546,Urucui,BR,2021-12-23 05:12:51,-7.2294,-44.5561,77.43,77,100,1.74
547,Anjiang,CN,2021-12-23 05:12:51,27.3194,110.1031,66.16,45,0,0.92
548,Paracuru,BR,2021-12-23 05:13:51,-3.41,-39.0306,82.42,77,79,10.83
549,Haskovo,BG,2021-12-23 05:13:52,41.9403,25.5694,25.34,87,5,2.3
550,Carhuamayo,PE,2021-12-23 05:13:52,-10.9167,-76.0333,36.37,83,100,2.64
551,Nhulunbuy,AU,2021-12-23 05:13:53,-12.2333,136.7667,92.01,52,40,11.5
552,Ancud,CL,2021-12-23 05:13:53,-41.8697,-73.8203,51.42,97,15,2.82
553,Bitung,ID,2021-12-23 05:13:53,1.4451,125.1824,85.05,73,94,12.12
554,Ottawa,CA,2021-12-23 05:10:23,45.4112,-75.6981,14.72,73,84,5.01
